Company,City,COUNTY,Zip,Geographic Market,Number of Employees Fulltime,Corporate Plus,Annual Sales 2020,Annual Sales 2021,Annual Sales 2022,Revenue Classification,Revenue Class,Primary Industry ,Primary NAICS,Primary Industry 
Company 1244,Los Angeles,Los Angeles,90005,N,1,,"3,571.00","1,986.00",,up to $1M,Class 1,Consumer Products Retail and Apparel ,Wholesale Trade Agents and Brokers,Consumer Products
Company 1245,COMPTON,Los Angeles,90220,N,3,,"8,686.00","288,823.00","286,729.00",up to $1M,Class 1,Consumer Products Healthcare Professional Services ,Other Individual and Family Services,Consumer Products
Company 1246,CERRITOS,Los Angeles,90703,R,3,,"1,624,400.00","1,859,566.00",,$1M to $10M,Class 2,Healthcare Professional Services ,Commercial and Institutional Building Construction,Healthcare
Company 1247,Venice,Los Angeles,90291,N,5,,"1,400,000.00","3,900,000.00","7,278,002.00",$1M to $10M,Class 2,Food and Beverage ,Specialty Canning,Food and Beverage
Company 1248,Glendora,Los Angeles,91741,N,3,,,,0,up to $1M,Class 1,"Advertising, Entertainment, Media and Sports Technology ",Offices of Real Estate Agents and Brokers,"Advertising, Entertainment, Media and Sports"
Company 1249,Reseda,Los Angeles,91335,L,32,,"1,880,754.00","1,822,111.00","2,604,790.00",$1M to $10M,Class 2,Professional Services ,Janitorial Services,Professional Services
Company 1250,Los Angeles,Los Angeles,90042,I,1,,"53,500.00","726,215.00","457,000.00",up to $1M,Class 1,"Advertising, Entertainment, Media and Sports ",Music Publishers,"Advertising, Entertainment, Media and Sports"
Company 1251,Los Angeles,Los Angeles,90016,I,12,,"962,933.00","4,514,309.00","7,594,720.00",$1M to $10M,Class 2,Consumer Products ,"Cosmetics, Beauty Supplies, and Perfume Stores",Consumer Products
Company 1252,Manhattan Beach,Los Angeles,90266,R,5,,"265,860.38","547,534.00","776,235.00",up to $1M,Class 1,Professional Services ,Architectural Services,Professional Services
Company 1253,Burbank,Los Angeles,91505,N,7,,"3,375,250.00",,,$1M to $10M,Class 2,"Advertising, Entertainment, Media and Sports ",Musical Groups and Artists,"Advertising, Entertainment, Media and Sports"
Company 1254,Los Angeles ,Los Angeles,90071,N,8,,"1,846,973.77",,,$1M to $10M,Class 2,Financial Services Professional Services ,Offices of Certified Public Accountants,Financial Services
Company 1255,Los Angeles,Los Angeles,90016,I,2,,"908,323.79","2,353,374.00","3,366,078.00",$1M to $10M,Class 2,Consumer Products Food and Beverage Technology ,Other Management Consulting Services,Consumer Products
Company 1256,Wilmington ,Los Angeles,90744,N,1,,,,,up to $1M,Class 1,Consumer Products Food and Beverage Transportation ,"General Freight Trucking, Local",Consumer Products
Company 1257,Westlake Village,Los Angeles,91361,N,79,,"8,921,420.00",,,$1M to $10M,Class 2,Retail and Apparel Transportation Utilities ,"Process, Physical Distribution, and Logistics Consulting Services",Retail and Apparel
Company 1258,Pomona,Los Angeles,91768,L,9,,"1,993,573.00","1,680,165.00",,$1M to $10M,Class 2,Professional Services ,Flooring Contractors,Professional Services
Company 1259,Los Angeles,Los Angeles,90026,I,10,,"978,391.33","1,606,256.70","2,659,748.00",$1M to $10M,Class 2,Consumer Products ,Book Publishers,Consumer Products
Company 1260,Los Angeles,Los Angeles,90016,N,7,,"408,016.00",0,,up to $1M,Class 1,Financial Services Professional Services ,Other Activities Related to Real Estate,Financial Services
Company 1261,Los Angeles,Los Angeles,90015,R,1,,"1,000.00",0,,up to $1M,Class 1,Consumer Products Retail and Apparel Technology ,Marketing Consulting Services,Consumer Products
Company 1262,NORWALK,Los Angeles,90650,N,43,,"101,805,837.00","96,411,279.00","97,551,616.00",over $50M,Class 4,Consumer Products Food and Beverage ,General Line Grocery Merchant Wholesalers,Consumer Products
Company 1263,Sherman Oaks,Los Angeles,91403,N,3,,"711,300.00","6,020,541.00","1,886,221.00",$1M to $10M,Class 2,"Advertising, Entertainment, Media and Sports Automotive Healthcare ","Promoters of Performing Arts, Sports, and Similar Events without Facilities","Advertising, Entertainment, Media and Sports"
Company 1264,Inglewood,Los Angeles,90301,L,18,,"7,451,358.00","7,481,927.00","13,905,000.00",$10M to $50M,Class 3,Professional Services ,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing",Professional Services
Company 1265,Tarzana,Los Angeles,91356,N,1,,"10,000.00","23,625.00","19,044.00",up to $1M,Class 1,Professional Services Technology ,Educational Support Services,Professional Services
Company 1266,Inglewood,Los Angeles,90301,N,4,,"274,850.00","391,734.00","45,000.00",up to $1M,Class 1,"Advertising, Entertainment, Media and Sports Financial Services Professional Services ",Other Activities Related to Real Estate,"Advertising, Entertainment, Media and Sports"
Company 1267,Los Angeles,Los Angeles,90013,N,6,,"1,428,976.00",,,$1M to $10M,Class 2,"Advertising, Entertainment, Media and Sports Professional Services Technology ",Marketing Consulting Services,"Advertising, Entertainment, Media and Sports"
Company 1268,LOS ANGELES,Los Angeles,90015,I,3,,,,,up to $1M,Class 1,Consumer Products Retail and Apparel ,"Women's, Girls', and Infants' Cut and Sew Apparel Manufacturing",Consumer Products
Company 1269,Los Angeles,Los Angeles,90280,N,2,,"47,533.00","437,522.00",,up to $1M,Class 1,Automotive Consumer Products Retail and Apparel ,Electronic Shopping and Mail-Order Houses,Automotive
Company 1270,Downey,Los Angeles,90240,L,3,,"10,002.00",,,up to $1M,Class 1,Financial Services Professional Services Technology ,Offices of Real Estate Appraisers,Financial Services
Company 1271,Santa Monica,Los Angeles,90404,N,6,,"2,303,779.00","4,857,750.00","13,323,387.25",$10M to $50M,Class 3,"Advertising, Entertainment, Media and Sports Professional Services ",Other Performing Arts Companies,"Advertising, Entertainment, Media and Sports"
Company 1272,INGLEWOOD,Los Angeles,90301,L,2,,"274,485.00","370,547.00","343,864.92",up to $1M,Class 1,"Advertising, Entertainment, Media and Sports Manufacturing Suppliers Retail and Apparel ",Sign Manufacturing,"Advertising, Entertainment, Media and Sports"
Company 1273,Calabasas ,Los Angeles,91302,I,4,,"36,001,289.01",,,$10M to $50M,Class 3,"Advertising, Entertainment, Media and Sports Professional Services ",Other Performing Arts Companies,"Advertising, Entertainment, Media and Sports"
Company 1274,Santa Fe Springs,Los Angeles,90670,I,32,,"15,000,000.00","14,000,000.00","20,000,000.00",$10M to $50M,Class 3,Consumer Products Manufacturing Suppliers Transportation ,"Specialized Freight (except Used Goods) Trucking, Local",Consumer Products
Company 1275,Stevenson Ranch ,Los Angeles,91381,N,2,,"197,735.00","194,260.00","2,100,000.00",$1M to $10M,Class 2,Professional Services ,Human Resources Consulting Services,Professional Services
Company 1276,Los Angeles,Los Angeles,90004,N,2,,"11,949.00","54,000.00",,up to $1M,Class 1,Food and Beverage Retail and Apparel ,Coffee and Tea Manufacturing,Food and Beverage
Company 1277,Lawndale,Los Angeles,90260,R,5,,"675,956.00","625,105.00","543,531.00",up to $1M,Class 1,Consumer Products Food and Beverage Professional Services ,"Plumbing, Heating, and Air-Conditioning Contractors",Consumer Products
Company 1278,Santa Monica,Los Angeles,90401,N,1,,"3,250.00",,,up to $1M,Class 1,"Advertising, Entertainment, Media and Sports ",Motion Picture and Video Production,"Advertising, Entertainment, Media and Sports"
Company 1279,Los Angeles,Los Angeles,90045,L,1,,"5,000.00","20,000.00","12,000.00",up to $1M,Class 1,Food and Beverage ,Caterers,Food and Beverage
Company 1280,Pasadena,Los Angeles,91101,I,1,,"38,000.00","122,000.00","104,887.00",up to $1M,Class 1,"Advertising, Entertainment, Media and Sports Financial Services Professional Services ",Motion Picture and Video Production,"Advertising, Entertainment, Media and Sports"
Company 1281,Los Angeles,Los Angeles,90026,N,1,,"21,601.00",,,up to $1M,Class 1,"Advertising, Entertainment, Media and Sports ",Motion Picture and Video Production,"Advertising, Entertainment, Media and Sports"
Company 1282,Northridge,Los Angeles,91324,R,1,,"56,970.00","100,342.00","94,456.00",up to $1M,Class 1,Food and Beverage Healthcare Professional Services ,Advertising Agencies,Food and Beverage
Company 1283,Winnetka,Los Angeles,91306,I,1,,"15,000.00",,,up to $1M,Class 1,Consumer Products Manufacturing Suppliers Retail and Apparel ,"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers",Consumer Products
Company 1284,bellflower,Los Angeles,90706,L,25,,"12,500,541.00","14,596,675.00","11,405,920.00",$10M to $50M,Class 3,Consumer Products Manufacturing Suppliers ,All Other Specialty Trade Contractors,Consumer Products
Company 1285,Studio city,Los Angeles,91604,N,1,,"10,000.00",,,up to $1M,Class 1,Retail and Apparel ,"Cosmetics, Beauty Supplies, and Perfume Stores",Retail and Apparel
Company 1286,Gardena,Los Angeles,90248,L,20,,"4,793,570.00",,,$1M to $10M,Class 2,Healthcare Professional Services ,Site Preparation Contractors,Healthcare
Company 1287,Altadena,Los Angeles,91001,N,1,,0,"120,000.00","88,000.00",up to $1M,Class 1,Consumer Products Financial Services Technology ,Professional and Management Development Training,Consumer Products
Company 1288,Los Angeles,Los Angeles,90067,N,7,,"50,000.00",0,0,up to $1M,Class 1,Financial Services ,Portfolio Management,Financial Services
Company 1289,Torrance,Los Angeles,90502,N,18,,"2,049,124.00","1,687,588.00","4,227,255.00",$1M to $10M,Class 2,Technology Transportation Utilities ,Computer Systems Design Services,Technology
Company 1290,Los Angeles,Los Angeles,90059,N,4,,"3,633,985.00","3,056,727.00","2,625,862.00",$1M to $10M,Class 2,Professional Services ,Commercial and Institutional Building Construction,Professional Services
Company 1291,SOUTH EL MONTE,Los Angeles,91733,I,9,,"14,109,374.00","15,343,351.00","17,732,449.00",$10M to $50M,Class 3,Consumer Products Retail and Apparel ,Plastics Plumbing Fixture Manufacturing,Consumer Products
Company 1292,Los Angeles,Los Angeles,90058,N,5,,"209,930.00","1,000,000.00","500,000.00",$1M to $10M,Class 2,Consumer Products Food and Beverage ,Other Grocery and Related Products Merchant Wholesalers,Consumer Products
Company 1293,Beverly Hills,Los Angeles,90212,N,1,,"368,000.00","695,050.00","2,029,805.00",$1M to $10M,Class 2,"Advertising, Entertainment, Media and Sports ",Internet Publishing and Broadcasting and Web Search Portals,"Advertising, Entertainment, Media and Sports"
Company 1294,Beverly Hills,Los Angeles,90211,N,2,,"4,250.00","20,000.00","30,000.00",up to $1M,Class 1,Financial Services Manufacturing Suppliers Professional Services ,Other Computer Related Services,Financial Services
Company 1295,South Pasadena,Los Angeles,91030,N,1,,"436,101.00","922,934.00","1,174,377.00",up to $1M,Class 1,"Advertising, Entertainment, Media and Sports Professional Services Technology ",Administrative Management and General Management Consulting Services,"Advertising, Entertainment, Media and Sports"
Company 1296,Culver City,Los Angeles,90232,I,14,,"5,346,681.00","9,404,534.00","8,084,381.00",$1M to $10M,Class 2,"Advertising, Entertainment, Media and Sports Professional Services ",Marketing Research and Public Opinion Polling,"Advertising, Entertainment, Media and Sports"
Company 1297,City of Industry,Los Angeles,91745,N,7,,"3,168,182.00","3,206,368.00","5,023,451.82",$1M to $10M,Class 2,Automotive Manufacturing Suppliers Utilities ,Men's and Boys' Clothing and Furnishings Merchant Wholesalers,Automotive
Company 1298,Los Angeles,Los Angeles,90068,N,4,,"1,383,502.00","2,209,646.00","1,444,291.00",$1M to $10M,Class 2,"Advertising, Entertainment, Media and Sports ","Independent Artists, Writers, and Performers","Advertising, Entertainment, Media and Sports"
Company 1299,Pico Rivera,Los Angeles,90660,L,1,,"10,000.00",,,up to $1M,Class 1,Petrochemical and Energy Professional Services Utilities ,Computer Systems Design Services,Petrochemical and Energy
Company 1300,Los Angeles,Los Angeles,90071,R,1,,"25,653.00","245,130.00",,up to $1M,Class 1,Financial Services Professional Services Retail and Apparel ,Offices of Lawyers,Financial Services
Company 1301,Pasadena,Los Angeles,91107,R,5,,"11,056,774.00",,,$10M to $50M,Class 3,Healthcare Transportation ,All Other Transit and Ground Passenger Transportation,Healthcare
Company 1302,SAN DIMAS,Los Angeles,91773,L,60,,"12,548,887.00","10,081,031.00","24,403,927.00",$10M to $50M,Class 3,"Advertising, Entertainment, Media and Sports Healthcare Professional Services ",Electrical Contractors and Other Wiring Installation Contractors,"Advertising, Entertainment, Media and Sports"
Company 1303,Long Beach,Los Angeles,90813,L,1,,0,"78,000.00","120,244.00",up to $1M,Class 1,Food and Beverage ,Snack and Nonalcoholic Beverage Bars,Food and Beverage
Company 1304,Claremont,Los Angeles,91711,I,1,,"226,720.00",,,up to $1M,Class 1,Retail and Apparel ,"Independent Artists, Writers, and Performers",Retail and Apparel
Company 1305,Altadena ,Los Angeles,91001,N,2,,"122,752.00",,,up to $1M,Class 1,Food and Beverage ,Interior Design Services,Food and Beverage
Company 1306,Artesia,Los Angeles,90701,N,2,,"829,110.00","901,980.00",,up to $1M,Class 1,Consumer Products Retail and Apparel ,Other Chemical and Allied Products Merchant Wholesalers,Consumer Products
Company 1307,Los Angeles,Los Angeles,90015,R,7,,"1,478,280.95","1,466,455.97","2,553,806.78",$1M to $10M,Class 2,Professional Services ,Architectural Services,Professional Services
Company 1308,Los Angeles,Los Angeles,90019,I,7,,"941,860.00","1,173,276.00","4,050,935.00",$1M to $10M,Class 2,"Advertising, Entertainment, Media and Sports Financial Services Professional Services ",Convention and Trade Show Organizers,"Advertising, Entertainment, Media and Sports"
Company 1309,Signal Hill ,Los Angeles,90755,N,1,,"10,000.00","46,000.00","95,000.00",up to $1M,Class 1,"Advertising, Entertainment, Media and Sports Food and Beverage Retail and Apparel ",Administrative Management and General Management Consulting Services,"Advertising, Entertainment, Media and Sports"
Company 1310,Santa Monica,Los Angeles,90401,I,2,,"930,518.40",,,up to $1M,Class 1,Professional Services ,Portfolio Management,Professional Services
Company 1311,Los Angeles,Los Angeles,90034,N,10,,"150,000.00","1,900,000.00","3,000,000.00",$1M to $10M,Class 2,Petrochemical and Energy Professional Services Utilities ,Remediation Services,Petrochemical and Energy
Company 1312,Los Angeles,Los Angeles,90067,N,1,,"2,780,555.43","9,391,000.00","57,508,209.89",over $50M,Class 4,"Advertising, Entertainment, Media and Sports ",Internet Publishing and Broadcasting and Web Search Portals,"Advertising, Entertainment, Media and Sports"
Company 1313,Whittier,Los Angeles,90601,R,2,,0,0,0,up to $1M,Class 1,Consumer Products Food and Beverage Retail and Apparel ,Commercial Screen Printing,Consumer Products
Company 1314,Long Beach,Los Angeles,90807,N,1,,"91,000.00","74,000.00",,up to $1M,Class 1,Financial Services Professional Services Technology ,Administrative Management and General Management Consulting Services,Financial Services
Company 1315,Canoga Park,Los Angeles,91304,N,125,,"12,099,231.00","11,974,636.00","20,744,729.00",$10M to $50M,Class 3,Professional Services Transportation Utilities ,Other Building Finishing Contractors,Professional Services
Company 1316,Los Angeles,Los Angeles,90008,N,1,,"25,000.00","102,000.00","255,307.87",up to $1M,Class 1,"Advertising, Entertainment, Media and Sports Professional Services ",Motion Picture and Video Production,"Advertising, Entertainment, Media and Sports"
Company 1317,El Segundo,Los Angeles,90245,I,8,,"3,025,659.00","2,408,434.00","4,026,246.00",$1M to $10M,Class 2,Automotive Financial Services Transportation ,Other Support Activities for Road Transportation,Automotive
Company 1318,Bell,Los Angeles,90240,L,3,,,,,up to $1M,Class 1,"Advertising, Entertainment, Media and Sports Consumer Products Transportation ",Commercial Printing (except Screen and Books),"Advertising, Entertainment, Media and Sports"
